,rated,turns,winner,white_rating,black_rating,opening_ply
11209,True,71,white,2093,1854,6
11215,True,113,white,2084,2066,10
11216,True,149,white,2074,1908,4
11218,True,59,white,2060,1792,7
11220,True,47,white,2047,1710,8
11221,True,117,white,2136,2062,4
11223,True,59,white,2063,2027,4
11224,True,117,white,2048,1924,6
11225,False,31,white,1804,1997,9
11226,True,55,white,2051,2072,6
11227,True,67,white,2057,1923,6
11230,True,53,white,2003,2078,5
11231,True,52,white,1996,1618,5
11235,True,43,white,1653,1711,4
11237,True,49,white,1692,1674,3
11238,True,91,white,1709,1685,6
11239,True,69,white,1631,1698,3
11244,True,49,white,1689,1770,5
11245,True,59,white,1763,1698,2
11246,True,86,white,1693,1477,5
11247,True,85,white,1664,1706,8
11251,True,51,white,1757,1687,4
11253,True,113,white,1663,1667,6
11254,True,13,white,1651,1641,5
11257,True,59,white,1610,1617,7
11258,True,79,white,1754,1618,6
11262,True,79,white,1721,1573,9
11263,True,73,white,1557,1614,9
11267,True,39,white,1656,1577,2
11268,True,25,white,1557,1713,6
11269,True,51,white,1686,1567,5
11270,True,95,white,1606,1579,3
11271,True,45,white,1519,1597,3
11273,True,35,white,1610,1500,6
11274,True,33,white,1612,1626,9
11276,True,117,white,1595,1583,5
11277,True,63,white,1696,1607,9
11281,True,113,white,1508,1586,3
11282,True,97,white,1573,1465,4
11286,True,13,white,1812,1797,4
11288,True,99,white,1577,1571,4
11290,True,46,white,1605,1403,6
11292,True,42,white,1691,1335,4
11294,True,53,white,1238,1811,6
11295,True,47,white,1806,1199,5
11299,True,81,white,1782,1325,7
11300,True,57,white,1770,1321,4
11302,True,33,white,1697,1405,5
11303,True,65,white,1687,1108,4
11305,False,33,white,1624,1620,9
11307,False,71,white,1677,1620,9
11308,True,65,white,1595,1416,3
11310,True,61,white,1439,1454,3
11311,True,95,white,1523,1469,5
11312,True,59,white,1724,1721,9
11313,True,47,white,1687,1763,10
11314,True,119,white,1732,1700,6
11315,True,41,white,1746,1772,3
11319,True,77,white,1783,1841,5
11320,True,81,white,1811,1581,5
11322,False,10,white,1625,1833,2
11325,True,95,white,1500,1539,3
11329,True,31,white,1302,1293,6
11330,True,27,white,1431,1320,6
11331,True,42,white,1333,1347,3
11332,True,46,white,1345,1340,7
11335,True,85,white,1387,1368,2
11336,True,39,white,1419,1425,4
11338,True,53,white,1433,1458,5
11339,True,63,white,1372,1393,5
11340,True,37,white,1332,1081,8
11346,True,69,white,2207,1634,7
11347,True,189,white,2206,1723,9
11349,True,77,white,2201,1849,3
11350,True,29,white,2192,2063,6
11354,True,117,white,2182,1999,8
11356,True,27,white,1823,1600,5
11358,True,61,white,1853,1923,1
11359,True,69,white,2121,1929,9
11362,True,75,white,1916,1791,4
11365,True,58,white,1801,1943,9
11366,True,119,white,1942,1466,8
11368,True,121,white,1933,1970,4
11369,True,75,white,2016,1980,2
11370,True,109,white,1969,1971,6
11371,True,87,white,2168,1975,11
11372,True,77,white,1968,1817,2
11373,True,87,white,1961,1805,12
11374,True,91,white,1746,1979,5
11376,True,29,white,2086,1979,8
11378,True,47,white,1981,1977,4
11380,True,10,white,1971,1244,7
11383,True,87,white,1970,1785,5
11384,True,69,white,2107,1978,3
11387,True,47,white,1953,2149,12
11388,True,113,white,2287,1956,10
11389,True,71,white,1929,1876,6
11392,True,93,white,1886,1906,3
11394,True,31,white,1696,1896,6
11396,True,71,white,1881,1737,2
11399,True,59,white,1777,1867,7
11401,True,69,white,1844,2056,13
11403,False,25,white,2277,1810,10
11405,False,33,white,1678,1299,10
11408,True,47,white,1278,1530,6
11409,True,30,white,1595,1281,6
11410,True,24,white,1267,1344,8
11411,True,20,white,1332,1277,8
11415,True,82,white,1393,1285,3
11416,True,87,white,1279,1090,2
11417,True,19,white,1268,1255,4
11418,True,59,white,1186,1283,3
11421,True,53,white,1331,1281,4
11422,True,39,white,1304,1292,1
11424,True,51,white,1308,1317,8
11428,True,59,white,1500,1299,7
11429,True,111,white,1288,1232,3
11431,False,101,white,1431,1289,6
11432,False,15,white,1806,1289,7
11433,False,42,white,1289,1311,5
11438,False,21,white,1289,1500,5
11439,True,73,white,1409,1297,8
11440,True,159,white,1280,1485,6
11441,False,74,white,1280,1211,4
11444,True,31,white,1893,1899,5
11445,True,63,white,1743,1910,4
11448,True,39,white,1947,1923,17
11449,True,121,white,1919,1640,7
11451,True,47,white,1904,1841,2
11452,True,15,white,1903,1183,7
11453,False,115,white,1015,1818,4
11454,True,97,white,1818,1015,4
11459,False,97,white,2305,1015,6
11461,True,69,white,972,1484,3
11462,True,101,white,928,1442,5
11463,True,57,white,884,1415,2
11467,True,2,white,827,806,2
11468,True,2,white,1025,818,2
11469,True,2,white,1027,831,2
11473,False,2,white,1500,844,2
11475,True,2,white,1454,845,2
11476,False,2,white,1500,845,2
11479,True,3,white,833,930,2
11480,True,2,white,955,965,2
11483,True,2,white,1245,1069,2
11484,True,3,white,1121,1123,3
11485,True,3,white,1184,1187,3
11487,True,3,white,1418,1271,3
11488,True,3,white,1405,1500,3
11490,True,65,white,1508,1443,3
11491,True,57,white,1158,1155,7
11493,False,23,white,1158,1324,8
11495,False,7,white,1324,1158,5
11501,True,4,white,1500,1168,4
11502,True,85,white,1157,1156,4
11505,True,61,white,1141,1127,6
11507,True,27,white,1127,1166,4
11508,True,36,white,1177,1137,5
11515,True,39,white,1703,1711,8
11516,True,63,white,1699,1713,6
11517,True,35,white,1702,1728,5
11520,True,71,white,1700,1706,2
11522,True,29,white,1703,1771,8
11523,True,87,white,1740,1713,4
11525,True,53,white,1692,1674,8
11526,True,83,white,1683,1628,2
11529,True,137,white,1647,1695,8
11531,True,35,white,1680,1577,3
11533,True,37,white,1744,1699,8
11535,True,77,white,1702,1719,3
11536,True,91,white,1709,1722,6
11537,True,81,white,1768,1717,8
11542,True,111,white,1720,1720,3
11543,True,59,white,1709,1725,7
11546,True,39,white,1728,1706,5
11547,True,77,white,1694,1740,5
11548,True,99,white,1730,1704,4
11553,True,63,white,2212,2231,3
11554,True,349,white,2194,2240,13
11555,True,157,white,2162,2122,7
11556,True,23,white,2426,2178,9
11558,True,46,white,2413,2219,10
11562,True,43,white,1658,1309,4
11565,False,65,white,1978,1658,4
11566,False,3,white,1658,1240,3
11568,False,36,white,1658,1500,5
11570,False,13,white,1658,1500,4
11572,False,39,white,1658,1403,2
11577,True,111,white,1500,1503,6
11579,True,71,white,1875,1433,2
11581,False,97,white,1774,1863,6
11584,False,14,white,2621,1770,11
11585,False,101,white,1770,1447,4
11586,False,69,white,1770,1494,2
11587,False,55,white,1770,1832,9
11591,False,17,white,1770,1625,9
11592,False,47,white,1440,1770,10
11593,False,85,white,1500,1770,10
11600,False,63,white,2522,1500,6
11602,False,143,white,2621,1500,8
11607,True,135,white,1876,1648,5
11608,False,105,white,1500,1876,5
11609,False,33,white,1500,1876,6
11610,False,11,white,1865,1562,3
11612,False,51,white,1579,1562,8
11615,False,17,white,1703,1562,9
11620,False,51,white,2207,1562,7
11622,False,63,white,2207,1562,6
11624,False,28,white,2207,1562,3
11626,False,23,white,2207,1562,3
11628,False,57,white,2207,1562,11
11630,False,33,white,1934,1562,11
11631,False,61,white,2210,1562,6
11633,False,15,white,1708,1562,9
11634,False,16,white,1562,1708,3
11635,False,57,white,1562,1784,1
11637,False,23,white,2210,1562,9
11639,False,25,white,2210,1562,7
11642,False,36,white,2210,1562,5
11644,False,91,white,2210,1562,5
11647,False,67,white,2291,1562,5
11649,False,29,white,2291,1562,5
11652,True,23,white,1522,1486,9
11655,False,119,white,1484,1500,4
11656,False,49,white,1484,1500,1
11658,True,69,white,1469,1498,1
11659,True,67,white,1486,1538,3
11660,False,35,white,1618,1486,2
11661,False,49,white,1500,1486,4
11665,True,29,white,1479,1478,6
11668,True,36,white,1457,1490,3
11669,True,63,white,1480,1467,6
11670,True,137,white,1479,1497,4
11673,True,55,white,1500,1504,3
11675,True,53,white,1571,1521,8
11677,True,37,white,1504,1522,4
11678,True,45,white,1594,1530,3
11681,True,22,white,1655,1540,5
11682,True,81,white,1528,1574,6
11684,True,51,white,1519,1539,6
11686,True,64,white,1509,1550,4
11689,True,107,white,1561,1570,3
11690,True,65,white,1559,1572,1
11691,True,104,white,1560,1578,3
11693,True,127,white,1552,1583,1
11697,True,95,white,1594,1594,7
11698,True,59,white,1583,1584,4
11699,False,51,white,1500,1651,6
11701,False,21,white,2119,1991,7
11707,True,22,white,2178,1955,4
11709,True,85,white,2203,2040,8
11712,True,43,white,2147,2008,16
11714,True,43,white,2029,2117,7
11717,True,49,white,1906,1928,7
11718,True,107,white,1833,1719,4
11720,True,39,white,1500,1500,10
11722,False,2,white,2411,1658,2
11723,True,49,white,1792,1665,5
11724,True,113,white,1731,1675,3
11725,True,143,white,1663,1675,5
11732,False,65,white,1755,1660,2
11734,False,29,white,1755,1660,2
11735,True,51,white,1643,1840,5
11736,True,125,white,1630,1705,8
11737,True,59,white,1942,1633,7
11739,True,45,white,1614,1911,8
11741,False,101,white,1665,1614,3
11742,False,1,white,2621,1614,1
11743,True,63,white,1647,1624,5
11748,True,40,white,1715,1711,8
11749,False,4,white,1715,1263,4
11751,False,21,white,1715,1263,6
11752,False,37,white,1715,1500,4
11754,True,75,white,2148,2028,17
11756,True,41,white,2014,1536,6
11758,True,65,white,1875,2045,3
11759,True,33,white,2041,1740,4
11760,True,53,white,1741,2062,4
11762,True,49,white,2082,1517,9
11765,True,51,white,2080,2093,16
11766,True,53,white,2087,1909,4
11767,True,33,white,2081,1906,4
11769,True,27,white,2068,1912,6
11770,True,31,white,1966,2083,10
11774,True,72,white,2016,2113,5
11775,True,72,white,2105,1989,9
11777,True,41,white,2014,2122,11
11778,True,58,white,2115,1999,5
11780,True,33,white,2000,2146,3
11781,True,41,white,2138,2027,5
11782,True,33,white,2234,2146,11
11785,True,51,white,2025,2146,5
11791,True,53,white,2116,2229,14
11793,True,51,white,2096,2120,9
11794,True,25,white,2097,2108,9
11797,True,37,white,2114,1867,7
11798,True,73,white,2113,1578,2
11800,True,79,white,2101,2043,5
11801,True,83,white,2097,1826,7
11803,False,2,white,1500,1233,2
11805,False,22,white,1902,1233,3
11806,True,73,white,1474,1621,3
11807,True,71,white,1613,1506,5
11809,True,173,white,1449,1629,10
11810,True,67,white,1619,1614,7
11811,True,57,white,1611,1501,7
11813,True,99,white,1881,1607,10
11816,True,103,white,1606,1557,4
11819,False,85,white,2621,1600,20
11821,True,149,white,1644,1621,1
11826,True,89,white,1694,1536,5
11827,True,51,white,1699,1706,4
11832,True,43,white,1559,1462,4
11833,True,37,white,1355,2052,3
11834,True,49,white,1251,1500,7
11836,True,39,white,1401,1354,5
11838,True,173,white,1827,1941,4
11843,True,53,white,1872,1849,2
11844,True,63,white,1836,1942,2
11845,True,28,white,1934,1844,4
11847,True,49,white,1843,1893,3
11848,True,57,white,1832,1808,1
11850,True,55,white,1817,1838,5
11853,True,93,white,1838,1822,8
11856,True,95,white,1985,1823,2
11857,True,137,white,1902,1831,7
11859,True,117,white,1830,1803,1
11860,True,85,white,1820,1808,3
11863,True,137,white,1787,1809,1
11864,True,105,white,1781,1798,5
11868,False,61,white,1748,1818,5
11870,False,135,white,1732,1748,1
11871,True,151,white,1712,1797,5
11875,True,93,white,1652,1648,6
11879,True,13,white,1729,1620,1
11881,True,29,white,1777,1887,7
11882,True,179,white,1500,1801,3
11885,True,85,white,2150,1784,3
11887,True,35,white,2125,2072,4
11889,True,49,white,2106,1725,2
11890,True,129,white,2113,2120,2
11891,True,29,white,2100,2276,12
11892,True,67,white,2095,1831,9
11895,True,43,white,2077,1509,6
11901,True,117,white,1874,1951,13
11903,True,51,white,1841,2036,13
11904,True,81,white,2465,2041,10
11906,True,139,white,1990,2119,5
11907,True,83,white,2125,2115,3
11911,True,62,white,2082,1796,6
11917,True,17,white,1564,1500,5
11920,True,65,white,1693,1661,4
11921,True,69,white,1679,1785,4
11923,True,75,white,1636,1677,3
11925,True,49,white,1713,1696,2
11927,False,12,white,1288,1674,2
11929,False,67,white,2340,1874,4
11930,False,55,white,1874,2103,9
11932,False,43,white,2065,1861,4
11933,True,59,white,1852,1781,2
11934,False,47,white,1852,1758,3
11936,True,103,white,1572,1680,3
11937,True,53,white,1672,1574,4
11938,True,63,white,1661,1630,4
11942,True,115,white,1154,1195,5
11943,False,51,white,2344,2150,8
11948,False,69,white,2447,2150,6
11954,False,59,white,2406,2150,13
11957,False,69,white,2139,1384,7
11960,True,115,white,1594,1525,4
11962,True,73,white,1577,1484,5
11963,False,1,white,2403,1746,1
11964,False,5,white,2454,1746,3
11966,True,53,white,1639,1596,4
11968,False,39,white,2061,1598,5
11970,True,55,white,1698,1621,10
11971,True,35,white,1619,1188,4
11973,False,83,white,1608,2621,3
11976,True,47,white,2092,2048,10
11980,True,107,white,2113,1838,5
11981,True,39,white,2104,1980,15
11984,True,145,white,2083,1876,4
11986,True,43,white,2077,1694,4
11988,True,32,white,2244,2082,3
11989,True,83,white,2080,1639,6
11999,True,51,white,1261,1237,1
12000,True,71,white,1100,1306,3
12001,False,49,white,1590,1100,7
12005,True,11,white,1522,1500,6
12009,True,123,white,1314,1571,6
12010,True,25,white,1566,1319,8
12012,True,79,white,1554,1329,2
12013,True,105,white,1548,1335,4
12015,True,84,white,1258,1561,3
12017,True,15,white,1554,849,3
12018,True,23,white,1552,1075,4
12020,True,81,white,1545,1199,4
12022,True,71,white,1540,1091,2
12025,True,93,white,2308,2173,7
12028,True,63,white,1968,1626,6
12030,True,17,white,1630,1649,4
12031,True,37,white,1643,1466,11
12032,True,55,white,1590,1656,10
12034,True,35,white,1658,1683,6
12035,True,145,white,1670,1716,9
12037,True,39,white,1655,1733,9
12039,True,99,white,1650,1563,4
12044,True,45,white,1613,1593,6
12048,True,93,white,1589,1563,6
12052,False,77,white,1185,1179,3
12055,True,39,white,1186,1098,3
12056,True,53,white,1459,1191,4
12058,True,61,white,1332,1167,7
12059,True,49,white,1160,946,3
12063,True,45,white,1473,1170,2
12064,False,50,white,1191,1146,1
12068,True,71,white,1133,1161,4
12069,True,63,white,952,1159,2
12070,True,49,white,1194,1175,3
12071,True,7,white,1227,1192,3
12072,True,49,white,1217,1210,3
12075,True,99,white,1229,1133,8
12076,True,131,white,1334,1246,6
12081,True,41,white,1793,1216,5
12084,True,49,white,2191,1174,6
12085,True,57,white,1139,1221,5
12086,True,111,white,1503,1146,3
12089,True,75,white,1212,1169,5
12090,True,41,white,1353,1192,3
12093,True,27,white,1220,1252,5
12094,True,51,white,1313,1285,5
12096,True,89,white,1323,1310,6
12098,False,50,white,1913,1147,1
12106,True,66,white,1636,1939,6
12110,True,39,white,1641,1488,6
12111,True,39,white,1428,1659,8
12113,True,52,white,1643,1457,6
12114,True,87,white,1582,1656,3
12115,True,50,white,1651,1437,6
12116,True,63,white,1646,1436,6
12117,True,121,white,1632,1692,2
12118,True,36,white,1653,1624,5
12121,True,57,white,1616,1586,5
12122,True,61,white,1607,1542,6
12123,True,75,white,1616,1618,5
12126,True,93,white,1462,1631,4
12130,True,95,white,1639,1588,5
12131,True,56,white,1630,1560,11
12133,True,89,white,1601,1998,6
12134,True,77,white,2135,1602,1
12135,True,31,white,1584,1786,9
12136,True,59,white,1844,1589,5
12146,True,39,white,1495,1896,4
12150,True,32,white,2005,1908,2
12152,False,61,white,1899,2061,2
12156,True,137,white,1908,1898,8
12157,True,59,white,1897,1303,4
12159,False,103,white,2387,1906,4
12160,False,32,white,2387,1906,2
12161,True,113,white,1898,1790,4
12166,True,97,white,1963,1857,2
12167,True,55,white,1953,1894,2
12170,True,57,white,1925,1880,2
12172,True,69,white,1917,1621,2
12173,True,147,white,1904,1902,8
12175,True,149,white,1894,1717,3
12180,True,111,white,1929,1916,4
12181,True,107,white,1903,1914,2
12188,True,23,white,1594,1942,3
12189,True,45,white,1979,1954,4
12190,True,117,white,1947,1771,2
12191,True,111,white,2195,1952,2
12192,True,149,white,1937,1975,2
12194,True,47,white,1948,1397,5
12195,True,115,white,1690,1970,4
12196,True,97,white,1969,1320,2
12197,False,31,white,1500,1500,5
12201,True,43,white,1444,1465,1
12204,True,51,white,1436,1439,12
12207,True,79,white,1437,1446,9
12210,False,99,white,1500,2621,3
12211,False,23,white,2350,1500,4
12213,True,42,white,1719,1679,6
12215,True,59,white,1672,1701,3
12218,True,107,white,1687,1717,7
12221,False,45,white,1719,1765,7
12223,True,93,white,1696,1722,3
12225,True,23,white,1833,1740,6
12228,True,23,white,1722,1605,8
12229,True,91,white,1713,1659,6
12231,True,71,white,1690,1613,3
12234,True,33,white,1568,1696,8
12236,True,51,white,1453,1724,6
12241,True,75,white,1709,1716,5
12242,True,89,white,1694,1825,5
12244,True,49,white,1706,1695,2
12245,True,67,white,1683,1717,5
12246,True,73,white,1707,1693,2
12247,True,43,white,1758,1702,4
12251,True,53,white,1601,1510,3
12252,True,21,white,1615,1518,3
12253,True,40,white,1504,1623,4
12257,True,35,white,1494,1313,3
12260,True,64,white,1488,1309,8
12262,True,51,white,1473,1513,3
12263,False,3,white,1314,1513,3
12265,True,99,white,1492,1691,8
12266,True,65,white,1447,1505,4
12267,True,43,white,1495,1474,6
12269,True,51,white,1497,1351,7
12275,True,94,white,1435,1515,3
12276,True,51,white,1506,1444,1
12277,True,127,white,1431,1520,4
12278,True,96,white,1511,1439,2
12281,True,113,white,2082,1509,10
12282,True,21,white,2069,2030,12
12285,True,57,white,1970,2087,2
12286,True,57,white,2077,1899,7
12291,False,105,white,2015,1793,2
12297,True,5,white,1894,1539,1
12305,False,21,white,1821,1832,5
12308,False,31,white,1832,1821,7
12310,False,80,white,1821,1820,5
12311,False,62,white,1500,1821,11
12313,True,38,white,1902,1830,8
12314,False,61,white,1830,1311,8
12316,False,99,white,1548,1842,5
12319,True,55,white,1876,1856,4
12321,True,27,white,1864,1449,4
12326,False,85,white,1878,1906,14
12330,True,61,white,1864,1842,5
12333,True,49,white,1832,1696,4
12335,True,47,white,1427,1444,8
12337,True,61,white,1437,1431,4
12338,True,49,white,1411,1372,4
12339,True,57,white,1428,1441,5
